時間戳記,運行時間(s),角度(deg),ΔX(cm),ΔY(cm),ΔZ(cm),絕對X(cm),絕對Y(cm),絕對Z(cm),是否穩定,加速度X(g),加速度Y(g),加速度Z(g),陀螺儀X(deg/s),陀螺儀Y(deg/s),陀螺儀Z(deg/s)
2026-01-24 09:42:08.090,97.16,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.18,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.20,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.22,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.24,89.9,0.0,45.0,44.9,0.0,40.0,-0.1,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.26,89.4,0.0,45.0,44.5,0.0,40.0,-0.4,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.28,88.8,0.0,45.0,44.1,0.0,40.0,-0.8,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.30,87.8,0.0,45.0,43.3,0.0,40.0,-1.5,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.32,87.1,0.0,44.9,42.7,0.0,39.9,-2.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.34,86.2,0.0,44.9,42.0,0.0,39.9,-2.7,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.36,85.1,0.0,44.8,41.1,0.0,39.9,-3.4,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.38,83.6,0.0,44.7,40.0,0.0,39.8,-4.5,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.40,82.2,0.0,44.6,38.9,0.0,39.6,-5.4,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.42,80.4,0.0,44.4,37.5,0.0,39.4,-6.7,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.44,78.1,0.0,44.0,35.7,0.0,39.1,-8.2,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.46,75.5,0.0,43.6,33.7,0.0,38.7,-10.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.48,72.3,0.0,42.9,31.3,0.0,38.1,-12.2,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.50,68.4,0.0,41.8,28.4,0.0,37.2,-14.7,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.52,64.3,0.0,40.6,25.5,0.0,36.0,-17.3,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.54,59.7,0.0,38.9,22.3,0.0,34.5,-20.2,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.56,55.1,0.0,36.9,19.2,0.0,32.8,-22.9,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.58,50.0,0.0,34.5,16.1,0.0,30.6,-25.7,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.60,44.3,0.0,31.5,12.8,0.0,27.9,-28.6,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.090,97.62,37.8,0.0,27.6,9.5,0.0,24.5,-31.6,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.432,97.64,31.2,0.0,23.3,6.5,0.0,20.7,-34.2,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.432,97.66,24.6,0.0,18.8,4.1,0.0,16.7,-36.4,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.432,97.68,18.3,0.0,14.1,2.3,0.0,12.6,-38.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.432,97.70,12.5,0.0,9.7,1.1,0.0,8.7,-39.1,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,97.72,7.8,0.0,6.1,0.4,0.0,5.4,-39.6,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,97.74,3.3,0.0,2.6,0.1,0.0,2.3,-39.9,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,97.76,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,97.78,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,97.80,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,97.82,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,97.84,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,97.86,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,97.88,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,97.90,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,97.92,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,97.94,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,97.96,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,97.98,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,98.00,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,98.02,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,98.04,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,98.06,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,98.08,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,98.10,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:08.433,98.12,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.14,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.16,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.18,6.2,0.0,4.9,0.3,0.0,4.3,-39.8,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.20,13.5,0.0,10.5,1.2,0.0,9.3,-38.9,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.22,21.9,0.0,16.8,3.2,0.0,14.9,-37.1,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.24,30.9,0.0,23.1,6.4,0.0,20.5,-34.3,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.26,40.1,0.0,29.0,10.6,0.0,25.8,-30.6,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.28,49.4,0.0,34.2,15.7,0.0,30.4,-26.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.30,58.7,0.0,38.4,21.6,0.0,34.2,-20.8,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.32,67.0,0.0,41.4,27.4,0.0,36.8,-15.6,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.34,73.8,0.0,43.2,32.4,0.0,38.4,-11.2,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.36,79.4,0.0,44.2,36.7,0.0,39.3,-7.4,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.38,83.6,0.0,44.7,40.0,0.0,39.8,-4.5,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.40,87.0,0.0,44.9,42.6,0.0,39.9,-2.1,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.42,89.3,0.0,45.0,44.4,0.0,40.0,-0.5,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.44,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.46,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.48,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.50,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.52,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.54,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.56,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.58,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.60,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.111,98.62,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.64,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.66,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.68,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.70,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.72,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.74,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.76,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.78,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.80,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.82,89.4,0.0,45.0,44.5,0.0,40.0,-0.4,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.84,88.4,0.0,45.0,43.7,0.0,40.0,-1.1,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.86,87.5,0.0,45.0,43.1,0.0,40.0,-1.7,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.88,86.5,0.0,44.9,42.3,0.0,39.9,-2.4,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.90,85.5,0.0,44.9,41.5,0.0,39.9,-3.1,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.92,84.1,0.0,44.8,40.3,0.0,39.8,-4.1,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.94,81.9,0.0,44.5,38.6,0.0,39.6,-5.6,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.96,79.1,0.0,44.2,36.5,0.0,39.3,-7.6,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,98.98,75.5,0.0,43.6,33.7,0.0,38.7,-10.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,99.00,71.4,0.0,42.7,30.7,0.0,37.9,-12.8,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,99.02,66.7,0.0,41.3,27.2,0.0,36.7,-15.8,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,99.04,61.2,0.0,39.4,23.3,0.0,35.1,-19.3,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,99.06,55.5,0.0,37.1,19.5,0.0,33.0,-22.7,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,99.08,49.0,0.0,34.0,15.5,0.0,30.2,-26.2,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,99.10,41.9,0.0,30.0,11.5,0.0,26.7,-29.8,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.413,99.12,34.2,0.0,25.3,7.8,0.0,22.5,-33.1,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.927,99.14,27.1,0.0,20.5,4.9,0.0,18.2,-35.6,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.927,99.16,20.4,0.0,15.7,2.8,0.0,13.9,-37.5,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.927,99.18,14.2,0.0,11.0,1.4,0.0,9.8,-38.8,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.927,99.20,8.4,0.0,6.6,0.5,0.0,5.8,-39.6,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.927,99.22,3.6,0.0,2.8,0.1,0.0,2.5,-39.9,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.24,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.26,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.28,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.30,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.32,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.34,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.36,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.38,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.40,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.42,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.44,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.46,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.48,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.50,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.52,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.54,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.56,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.58,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.60,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:09.928,99.62,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.64,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.66,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.68,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.70,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.72,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.74,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.76,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.78,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.80,3.6,0.0,2.8,0.1,0.0,2.5,-39.9,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.82,10.7,0.0,8.4,0.8,0.0,7.4,-39.3,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.84,17.5,0.0,13.6,2.1,0.0,12.0,-38.1,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.86,24.9,0.0,19.0,4.2,0.0,16.8,-36.3,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.88,32.8,0.0,24.3,7.2,0.0,21.7,-33.6,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.90,41.6,0.0,29.9,11.3,0.0,26.6,-29.9,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.92,51.3,0.0,35.1,16.9,0.0,31.2,-25.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.94,61.2,0.0,39.4,23.3,0.0,35.1,-19.3,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.419,99.96,69.4,0.0,42.1,29.2,0.0,37.4,-14.1,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.420,99.98,76.1,0.0,43.7,34.2,0.0,38.8,-9.6,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.420,100.00,81.4,0.0,44.5,38.3,0.0,39.6,-6.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.420,100.02,85.2,0.0,44.8,41.2,0.0,39.9,-3.3,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.420,100.04,88.0,0.0,45.0,43.4,0.0,40.0,-1.4,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.420,100.06,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.420,100.08,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.420,100.10,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:10.420,100.12,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.064,100.14,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.16,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.18,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.20,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.22,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.24,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.26,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.28,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.30,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.32,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.34,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.36,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.38,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.40,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.42,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.44,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.46,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.48,90.0,0.0,45.0,45.0,0.0,40.0,-0.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.50,89.1,0.0,45.0,44.3,0.0,40.0,-0.6,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.52,87.8,0.0,45.0,43.3,0.0,40.0,-1.5,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.54,86.8,0.0,44.9,42.5,0.0,39.9,-2.2,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.56,85.4,0.0,44.9,41.4,0.0,39.9,-3.2,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.58,83.9,0.0,44.7,40.2,0.0,39.8,-4.3,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.60,81.7,0.0,44.5,38.5,0.0,39.6,-5.8,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.065,100.62,79.3,0.0,44.2,36.6,0.0,39.3,-7.4,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.447,100.64,76.2,0.0,43.7,34.3,0.0,38.8,-9.5,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.447,100.66,72.6,0.0,42.9,31.5,0.0,38.2,-12.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.447,100.68,68.4,0.0,41.8,28.4,0.0,37.2,-14.7,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.447,100.70,64.1,0.0,40.5,25.3,0.0,36.0,-17.5,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.447,100.72,59.4,0.0,38.7,22.1,0.0,34.4,-20.4,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.447,100.74,54.6,0.0,36.7,19.0,0.0,32.6,-23.2,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.447,100.76,49.7,0.0,34.3,15.9,0.0,30.5,-25.9,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.447,100.78,44.6,0.0,31.6,13.0,0.0,28.1,-28.5,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.447,100.80,39.0,0.0,28.3,10.0,0.0,25.2,-31.1,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.447,100.82,32.9,0.0,24.4,7.2,0.0,21.7,-33.6,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.447,100.84,27.4,0.0,20.7,5.0,0.0,18.4,-35.5,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.447,100.86,22.3,0.0,17.1,3.4,0.0,15.2,-37.0,否,0.000,0.000,0.000,0.0,0.0,0.0
2026-01-24 09:42:11.447,100.88,17.2,0.0,13.3,2.0,0.0,11.8,-38.2,否,0.000,0.000,0.000,0.0,0.0,0.0
